N,P,K,temperature,humidity,ph,rainfall,label
65.07,35.78,64.26,16.79,71.19,6.17,155.57,Paddy
71.77,63.57,121.53,22.21,85.03,5.37,95.8,jute
20.91,18.63,15.24,25.57,66.89,6.37,159.1,watermelon
90.38,9.62,137.14,33.09,45.41,6.53,160.81,apple
47.45,64.42,-7.5,24.13,60.55,5.53,29.3,Paddy
75.68,112.44,60.46,29.86,95.95,7.37,65.38,orange
132.46,31.44,-63.08,21.12,54.99,6.94,81.33,Arecanut
58.86,24.47,40.53,27.37,67.98,6.46,65.11,papaya
95.98,4.34,49.85,22.37,37.07,7.74,133.36,banana
103.65,47.86,55.9,28.1,37.6,6.35,87.74,papaya
82.09,43.05,11.86,29.74,42.24,5.67,207.8,coconut
-1.67,43.65,-17.67,26.61,47.76,5.59,26.5,chickpea
110.04,55.53,16.68,20.72,63.85,6.1,71.83,Paddy
101.75,48.36,-5.2,29.09,79.73,5.99,95.52,grapes
47.66,41.61,45.89,21.28,76.89,5.84,113.63,blackgram
47.98,77.66,-45.65,23.2,66.53,7.63,104.39,muskmelon
76.89,40.87,11.52,28.51,85.81,6.54,80.23,jute
77.75,101.74,-14.35,23.05,80.55,6.99,116.75,blackgram
118.15,38.92,40.59,24.84,95.97,6.62,68.66,muskmelon
70.59,30.72,148.26,26.21,63.79,6.47,102.55,muskmelon
77.8,39.22,108.71,29.34,96.19,5.74,183.2,Arecanut
27.92,13.28,100.43,21.6,29.91,5.77,195.93,watermelon
81.37,24.91,83.6,24.04,68.01,5.49,214.7,pigeonpeas
35.33,70.1,78.41,24.92,64.99,6.21,141.2,banana
55.13,44.86,42.72,24.34,59.05,6.03,13.29,watermelon
49.88,57.94,71.64,25.65,90.34,6.23,63.42,muskmelon
65.25,-38.23,57.14,27.39,47.13,6.64,100.64,jute
76.01,60.35,37.19,27.59,51.43,5.7,19.52,mango
34.82,73.65,109.14,22.28,43.5,5.07,158.83,mungbean
67.02,73.97,-7.01,24.08,41.34,7.81,27.27,papaya
-1.39,41.7,55.77,23.54,72.49,5.56,72.66,coffee
40.19,58.32,126.08,29.59,57.02,6.26,86.14,Arecanut
24.01,31.69,58.54,30.69,59.56,7.53,2.07,apple
76.45,60.87,148.0,21.63,40.71,6.6,235.44,banana
78.2,92.01,56.22,24.91,97.82,6.37,52.97,rice
69.74,43.52,-40.47,19.91,59.83,5.81,100.14,kidneybeans
47.05,49.19,66.99,15.05,64.06,5.33,62.21,muskmelon
36.53,19.12,-1.58,25.78,49.97,6.22,79.45,mango
23.13,87.02,12.46,16.06,44.33,5.83,85.65,apple
30.13,43.73,0.09,21.04,111.58,6.42,177.51,blackgram
10.83,53.35,72.45,22.93,66.96,7.37,134.57,grapes
28.21,-29.05,33.2,27.88,84.05,6.96,86.7,coffee
-2.38,12.27,5.68,25.6,48.26,5.32,154.65,grapes
52.38,20.78,50.36,24.76,97.21,5.16,152.28,Paddy
38.84,79.06,5.86,20.19,124.8,6.56,71.52,watermelon
-4.0,78.03,103.99,25.02,70.68,6.81,149.25,chickpea
29.63,83.25,101.26,28.59,110.85,4.98,74.17,chickpea
37.79,42.7,-17.22,21.92,50.87,5.78,66.53,blackgram
10.33,88.08,35.27,26.07,93.84,6.14,78.81,apple
67.73,18.18,117.58,23.58,101.78,7.83,77.63,rice
31.26,63.28,52.05,27.29,63.36,5.57,33.72,watermelon
72.98,30.83,24.68,22.06,82.68,5.9,99.4,kidneybeans
45.65,61.19,-34.21,23.51,60.58,5.41,130.23,blackgram
104.48,59.5,54.04,22.2,29.22,6.56,184.22,Paddy
102.76,41.46,112.41,29.5,109.41,7.06,140.06,pigeonpeas
40.41,78.12,51.39,23.17,42.47,6.99,100.25,pigeonpeas
50.98,47.93,68.67,27.08,76.7,7.36,72.45,grapes
1.73,102.9,-5.53,27.08,75.99,8.56,102.14,Paddy
84.85,26.06,-11.54,22.98,84.25,6.31,73.52,mungbean
48.51,116.49,52.8,32.46,87.51,7.59,67.58,banana
66.76,55.06,73.56,18.33,50.91,5.57,238.94,papaya
56.36,68.5,-6.1,29.12,51.54,6.78,122.56,banana
119.78,2.31,-3.04,16.34,75.91,5.44,95.24,orange
78.53,75.63,16.74,27.7,50.4,5.64,98.04,Paddy
40.59,77.58,44.93,21.86,99.21,5.07,192.91,rice
40.77,44.22,46.03,20.49,69.85,6.87,33.36,maize
65.43,18.28,100.15,32.1,79.01,6.21,194.29,Arecanut
84.14,45.75,-34.82,19.38,75.01,6.72,-0.16,coffee
26.33,60.11,34.32,32.04,68.77,6.71,47.23,apple
80.42,86.45,-37.19,22.86,56.99,5.74,175.43,watermelon
50.8,33.0,-63.63,18.59,57.15,6.05,112.29,mungbean
112.41,116.32,53.41,27.35,76.25,6.63,6.77,jute
39.94,69.83,16.92,19.35,59.73,6.06,185.6,mothbeans
79.62,43.23,39.57,29.94,82.53,4.31,148.97,lentil
64.67,16.66,72.63,24.11,96.83,7.21,99.5,lentil
21.93,61.68,134.82,27.89,66.05,7.15,75.11,papaya
29.55,37.92,61.18,25.45,54.42,4.99,124.21,grapes
18.11,32.81,110.18,16.96,96.04,6.36,156.16,kidneybeans
-11.11,40.41,56.79,26.65,81.15,6.87,190.56,mothbeans
122.44,17.43,69.36,26.32,80.36,6.3,129.37,chickpea
9.68,41.92,-11.69,24.98,76.37,6.12,106.76,kidneybeans
7.39,80.52,121.61,28.76,80.15,6.57,197.51,lentil
37.56,39.92,30.61,29.13,62.42,7.32,114.61,cotton
26.69,78.1,-45.79,20.12,79.38,7.03,64.18,pomegranate
44.81,78.67,30.06,27.35,74.19,6.23,81.7,Arecanut
84.46,46.66,33.48,21.39,64.39,6.84,151.15,papaya
-9.73,39.79,56.11,34.04,57.49,6.64,106.78,maize
59.53,91.5,-6.99,19.13,41.46,6.78,104.69,banana
-7.89,79.43,109.33,19.69,102.21,5.99,143.94,kidneybeans
70.05,63.35,69.89,15.92,64.35,6.46,184.36,jute
48.03,57.45,9.68,23.22,96.14,6.92,3.57,coffee
62.17,86.39,93.01,21.36,88.38,7.55,120.82,muskmelon
16.87,40.37,61.01,31.81,84.81,5.25,97.24,muskmelon
92.02,77.5,-13.28,29.69,55.0,6.36,95.49,mungbean
69.9,38.94,29.88,26.97,85.72,4.41,232.33,mungbean
57.07,40.88,68.57,29.98,61.97,6.67,36.36,muskmelon
88.08,41.7,132.77,23.92,102.59,7.4,111.4,rice
23.55,42.82,-28.73,27.42,46.3,7.21,186.23,jute
87.31,52.46,-36.59,14.3,34.85,7.09,59.17,maize
56.49,25.06,57.18,28.5,29.13,8.02,180.84,mango
87.9,107.48,36.87,25.6,40.87,6.43,150.33,watermelon
19.68,42.94,17.24,21.86,47.49,6.12,0.36,coffee
5.81,52.48,130.82,29.92,56.52,6.89,140.48,coconut
-9.63,66.17,74.86,26.97,38.78,6.95,68.27,cotton
13.32,85.31,-31.66,20.11,31.26,6.46,96.98,mango
-4.26,106.94,49.9,22.98,69.32,7.01,108.98,banana
101.65,22.04,27.53,30.0,57.0,6.11,44.29,grapes
30.06,-1.55,185.32,25.75,94.36,5.18,23.23,jute
47.52,58.19,68.24,13.46,51.19,7.19,54.97,pigeonpeas
8.53,159.63,31.16,31.29,69.32,6.08,110.92,Paddy
-1.87,13.74,77.61,27.78,82.34,6.18,222.26,chickpea
2.31,21.32,12.64,26.04,94.32,7.69,91.51,mungbean
52.63,32.54,43.0,26.02,100.36,6.41,37.57,banana
60.64,84.09,9.8,27.38,74.34,6.65,79.42,Paddy
38.13,12.31,33.38,23.0,77.69,7.34,86.21,cotton
43.69,15.11,-25.76,23.03,71.78,6.31,-11.79,coffee
-14.9,36.21,57.04,23.79,109.75,8.25,65.31,Arecanut
72.43,57.26,64.45,40.87,78.34,6.88,123.64,Arecanut
51.16,35.6,-25.45,25.63,97.59,6.28,159.64,coconut
121.84,59.61,118.16,19.43,73.42,6.11,119.62,pigeonpeas
17.6,26.48,65.11,30.3,92.14,6.22,16.06,chickpea
98.89,27.46,26.42,23.94,70.01,5.36,87.14,coconut
55.38,10.96,149.82,23.51,70.36,6.38,145.49,grapes
92.42,42.99,34.72,27.1,52.28,6.47,62.56,grapes
15.79,77.39,-18.0,27.94,91.29,6.82,119.65,mothbeans
62.39,42.33,28.51,20.62,73.21,6.6,91.78,watermelon
69.34,96.5,173.67,26.08,80.02,6.47,215.24,jute
-3.15,25.95,43.34,37.58,81.31,6.35,3.35,cotton
0.4,133.13,10.89,27.6,21.13,6.61,137.04,muskmelon
-14.61,91.14,110.08,25.45,87.21,5.33,100.75,orange
5.01,44.02,3.8,25.2,57.52,6.49,210.34,mungbean
73.4,50.31,1.19,29.01,90.89,6.13,164.39,muskmelon
74.34,47.99,40.31,29.23,27.25,7.35,102.03,pigeonpeas
89.4,12.7,-5.58,24.73,70.74,6.7,95.96,lentil
26.32,19.56,81.18,30.19,72.35,5.75,135.86,pigeonpeas
88.36,28.33,63.59,19.3,71.19,7.2,34.68,Arecanut
117.59,42.12,18.18,24.67,70.63,6.93,80.73,pomegranate
39.17,46.22,75.0,17.05,56.3,5.33,53.96,chickpea
65.92,28.6,25.08,33.35,94.22,6.77,119.57,rice
106.41,104.98,88.52,34.41,11.26,6.81,168.94,cotton
-34.51,43.33,39.51,26.0,114.86,6.48,110.18,pigeonpeas
61.6,46.74,26.45,28.53,69.42,6.84,179.37,cotton
25.67,64.55,17.01,23.01,85.55,7.08,96.65,jute
38.48,74.98,-65.94,20.9,60.91,5.82,24.76,maize
-4.96,54.7,111.78,26.75,21.58,5.74,235.93,apple
19.74,87.82,75.0,26.93,55.37,5.05,158.06,pigeonpeas
103.01,29.95,106.91,17.48,101.73,5.86,137.06,chickpea
100.9,89.08,67.83,32.11,56.99,7.08,115.49,blackgram
86.04,79.65,1.93,11.53,84.06,6.79,131.6,cotton
78.87,69.23,34.69,23.92,27.24,7.34,121.95,pomegranate
44.09,33.49,89.94,14.92,79.24,6.46,82.16,lentil
12.47,46.65,18.76,24.68,76.96,6.3,31.16,maize
74.8,-5.69,-1.13,33.13,101.75,7.12,92.17,cotton
85.43,31.51,24.8,26.48,89.91,7.83,146.54,jute
72.3,140.31,85.7,23.46,68.54,6.3,174.76,cotton
39.74,58.2,85.61,27.28,95.19,5.56,92.6,Paddy
46.98,28.11,17.21,17.75,91.21,7.29,39.52,maize
19.71,21.36,-10.45,27.46,72.67,6.03,102.78,maize
2.24,64.03,28.83,28.71,41.77,7.15,48.09,lentil
46.48,39.01,33.66,26.27,66.63,6.23,164.73,kidneybeans
75.93,81.0,8.42,21.53,63.86,5.59,31.36,rice
48.87,21.09,155.81,30.57,118.92,5.09,79.4,muskmelon
98.16,50.47,95.78,24.96,75.33,7.03,175.25,coconut
43.24,56.89,53.32,25.35,52.88,5.59,65.57,coconut
9.69,46.92,46.09,27.07,83.25,6.66,175.15,coffee
-23.89,31.13,97.5,27.5,55.0,7.18,111.17,Arecanut
33.17,74.65,32.08,28.01,59.6,6.2,101.7,blackgram
15.31,105.32,104.68,32.54,42.5,7.1,167.97,lentil
85.18,95.57,43.57,21.54,57.81,5.74,-23.28,apple
-33.34,18.45,30.85,24.72,64.73,5.94,111.21,banana
-7.31,48.56,117.07,27.18,72.27,7.24,94.78,coconut
39.19,78.1,62.58,25.99,39.7,6.54,116.68,coffee
38.01,92.96,-34.44,23.42,79.44,6.49,-43.35,muskmelon
94.76,120.4,15.6,34.41,2.76,5.56,39.72,banana
31.14,28.12,62.59,30.76,16.28,7.73,148.54,blackgram
95.0,10.32,15.25,25.08,85.67,7.63,187.49,coffee
15.9,105.57,84.32,27.14,42.14,5.26,89.38,jute
68.22,61.95,88.13,21.21,90.71,5.56,126.77,grapes
131.82,57.97,88.39,24.9,127.56,7.85,32.67,rice
32.36,32.33,-0.74,25.47,55.18,6.82,117.69,Paddy
102.32,31.79,41.04,31.94,97.25,5.55,141.23,apple
58.11,87.71,130.58,28.76,79.44,7.04,66.74,muskmelon
29.18,118.85,-13.68,35.64,79.83,5.64,182.88,apple
108.54,14.64,75.86,18.72,47.41,6.79,76.47,coconut
75.45,44.19,52.96,22.46,59.46,5.61,57.59,muskmelon
27.48,61.09,32.2,15.85,35.8,7.66,130.39,coffee
68.13,14.32,15.78,24.58,60.16,6.88,121.02,jute
120.15,39.34,86.14,26.0,68.15,6.4,4.25,blackgram
69.46,54.17,50.71,32.07,48.53,6.04,67.52,lentil
37.7,53.3,71.36,19.99,106.03,6.79,51.5,banana
17.52,68.07,59.87,25.38,57.29,7.04,134.26,maize
45.13,49.82,45.58,30.69,56.0,7.55,33.27,grapes
1.05,78.75,73.03,31.97,24.62,5.8,107.49,grapes
-5.94,36.47,87.39,26.35,96.46,7.0,81.36,banana
10.02,46.1,4.57,22.21,89.6,6.48,-3.21,lentil
-19.05,77.99,-5.47,27.31,84.66,6.89,137.02,coffee
60.0,8.64,99.8,25.84,79.62,5.73,229.23,orange
57.13,68.16,-42.45,23.28,53.61,7.32,101.37,orange
113.18,49.89,132.12,21.46,61.74,5.4,93.89,muskmelon
110.28,87.72,101.34,27.35,152.83,6.29,144.45,rice
109.7,56.94,78.07,19.38,41.86,6.89,69.32,lentil
36.37,77.06,-80.74,25.42,71.96,6.37,149.32,jute
15.2,54.93,61.81,27.21,78.72,7.17,84.85,chickpea
42.7,39.0,46.68,23.26,109.15,6.51,47.23,coffee
104.21,66.41,5.33,25.76,94.11,5.73,95.76,maize
21.84,21.52,78.86,20.19,43.63,5.93,104.59,pomegranate
44.11,17.16,80.12,26.02,113.37,6.85,168.84,grapes
27.54,29.55,54.21,24.98,82.51,4.52,68.22,orange
-6.92,69.62,-6.45,35.53,67.02,5.74,150.67,coffee
89.48,88.05,55.48,21.43,46.57,7.0,142.07,rice
103.27,47.42,46.84,24.81,71.93,5.1,-19.93,pomegranate
25.28,60.78,63.39,24.53,83.9,5.66,121.96,kidneybeans
80.2,79.0,103.56,25.59,51.19,7.04,128.72,Paddy
81.87,58.52,-15.72,28.04,78.64,5.68,114.92,watermelon
53.61,7.77,65.23,19.08,63.6,5.68,173.28,rice
50.24,67.07,77.31,29.99,83.1,6.52,134.34,pomegranate
48.07,52.96,-11.35,23.01,31.95,6.6,105.44,maize
71.72,45.14,33.88,25.93,56.43,6.5,33.81,watermelon
55.09,97.35,119.55,25.92,36.46,5.69,66.04,Arecanut
140.8,51.05,43.53,31.19,43.37,6.18,48.16,jute
14.86,32.72,76.01,17.85,65.05,6.7,43.82,orange
8.83,94.66,26.42,27.18,63.67,7.02,174.89,jute
83.21,51.42,139.63,20.19,78.48,6.17,164.01,muskmelon
72.97,92.06,50.97,31.21,71.52,7.21,-11.98,watermelon
13.37,25.35,60.32,26.23,32.59,5.54,55.85,coffee
54.13,91.72,-8.57,30.06,98.54,6.2,130.76,mothbeans
34.99,69.77,-4.97,22.26,70.11,6.04,61.98,apple
66.83,59.61,58.81,32.03,10.97,6.44,88.07,Paddy
108.7,51.77,135.05,26.36,112.17,6.01,110.32,rice
42.87,29.07,83.97,29.74,89.49,6.2,112.38,Paddy
16.79,40.65,26.23,31.02,71.97,7.02,146.31,maize
30.57,114.52,8.64,22.95,63.82,6.75,168.1,pigeonpeas
50.7,76.55,24.94,24.79,23.01,7.36,9.29,watermelon
57.85,63.7,-29.62,16.96,48.47,5.71,145.67,orange
96.65,12.52,79.81,25.57,59.46,6.82,136.93,lentil
47.61,81.01,19.87,21.87,59.22,7.19,80.56,maize
90.65,64.84,49.6,29.38,89.72,6.85,111.7,kidneybeans
89.73,24.51,108.18,21.58,45.13,7.13,72.34,apple
73.88,1.3,40.49,30.33,52.33,8.15,43.0,watermelon
39.97,39.89,35.11,17.17,84.5,5.82,35.21,grapes
20.38,27.68,111.43,19.55,51.25,6.38,133.34,coffee
5.98,20.03,57.34,24.15,55.07,6.08,112.74,muskmelon
76.12,26.32,97.26,34.52,63.26,6.26,187.42,mungbean
119.42,52.3,10.06,16.14,80.88,6.91,93.63,kidneybeans
34.4,37.3,-18.55,30.6,90.47,6.14,117.09,cotton
39.02,73.59,-1.58,20.07,75.29,6.22,-0.02,blackgram
-4.11,6.22,122.46,29.89,82.61,5.78,106.5,rice
45.53,71.21,7.2,27.27,74.71,6.2,146.4,mungbean
63.22,77.52,68.19,27.16,40.77,8.15,89.18,mothbeans
92.25,36.71,-91.69,19.1,52.77,8.05,105.81,watermelon
78.94,67.92,7.99,26.55,100.56,6.11,130.68,orange
32.53,106.26,111.59,33.18,78.21,7.53,98.96,kidneybeans
46.96,18.9,-48.2,24.32,93.22,6.52,82.88,coconut
78.96,14.32,140.64,22.79,60.57,7.46,100.38,kidneybeans
45.24,66.8,77.91,29.38,101.46,5.67,56.39,apple
34.78,79.63,72.46,20.88,55.89,5.83,56.62,banana
62.36,89.23,-76.74,24.95,43.25,6.25,105.55,jute
2.06,69.35,44.91,28.25,102.11,5.62,87.4,maize
-5.74,18.44,92.55,35.35,43.21,7.13,45.31,maize
42.43,70.5,-14.8,13.86,76.08,7.22,27.08,pomegranate
34.05,60.76,37.7,27.38,53.47,6.2,119.43,banana
-28.35,56.38,77.45,23.05,47.77,6.76,106.07,kidneybeans
102.06,71.1,3.17,25.27,67.91,6.35,118.59,rice
105.1,74.45,122.57,23.06,77.03,6.9,163.4,mothbeans
107.45,53.27,124.8,36.48,64.06,6.53,162.81,mungbean
30.1,58.53,79.22,27.05,75.05,6.22,83.75,coconut
71.86,81.81,110.5,29.76,70.78,6.13,30.99,jute
84.45,14.29,92.29,30.13,88.28,7.72,86.23,lentil
45.05,144.39,13.66,20.54,108.7,7.03,117.34,pomegranate
71.34,95.72,34.84,28.72,76.4,6.31,208.28,chickpea
74.17,80.11,7.95,26.82,50.58,5.97,181.76,banana
54.62,28.39,30.39,25.49,70.32,7.11,14.19,coffee
68.27,74.2,118.04,20.68,63.11,6.01,74.73,muskmelon
50.1,44.12,-41.66,38.13,24.96,7.44,117.94,grapes
82.78,55.4,101.55,25.19,46.96,6.24,140.72,lentil
6.81,60.08,83.21,29.03,28.35,5.62,116.69,watermelon
102.29,-24.97,22.73,22.58,45.23,6.31,131.68,jute
-5.07,26.75,33.61,20.85,90.01,5.31,-19.55,cotton
-49.52,80.27,120.43,29.43,56.83,5.62,212.08,Paddy
24.67,48.48,69.24,31.37,66.82,6.62,42.02,maize
-36.35,83.18,122.65,31.78,50.18,6.97,118.89,mothbeans
90.65,90.11,88.94,17.15,61.72,6.59,117.56,pomegranate
53.0,61.55,-22.27,27.15,71.53,7.99,83.13,pomegranate
84.65,66.07,58.84,27.57,46.24,5.54,155.67,chickpea
52.59,6.9,112.7,33.1,57.17,6.73,94.05,pigeonpeas
-30.68,21.48,-68.03,26.86,57.01,6.88,185.77,muskmelon
28.11,54.13,90.81,19.24,41.05,6.73,55.37,muskmelon
34.06,119.8,38.58,21.44,62.75,6.02,147.75,maize
98.3,117.7,-23.04,29.95,128.18,5.94,91.57,orange
31.77,21.68,88.95,27.21,82.04,7.14,23.04,rice
31.01,56.05,13.8,24.65,83.17,6.69,20.63,papaya
59.67,56.76,22.69,21.34,58.4,7.07,78.65,Arecanut
53.48,107.0,99.01,40.76,93.02,8.54,173.91,pomegranate
59.86,91.09,-41.3,33.38,92.81,5.4,70.42,apple
46.43,45.29,59.19,21.95,109.3,6.52,17.2,coconut
48.49,99.3,25.36,31.0,89.14,6.85,22.98,mothbeans
29.9,74.23,65.08,24.62,82.79,7.07,31.11,cotton
32.12,-10.54,96.75,21.87,58.42,5.5,70.58,papaya
40.98,81.22,1.35,29.04,86.4,5.2,97.99,papaya
79.8,89.63,37.92,23.57,102.13,6.23,117.1,mango
51.51,-6.26,36.08,28.58,57.14,7.27,158.52,muskmelon
104.97,59.66,72.1,23.1,79.29,5.8,8.96,rice
75.45,52.74,57.24,27.28,68.45,6.43,100.9,Arecanut
103.78,66.18,88.11,18.72,84.0,6.18,139.12,maize
34.56,68.17,60.34,19.15,73.29,7.22,248.14,pomegranate
19.33,33.73,30.24,22.97,-9.98,7.06,47.78,pomegranate
93.29,-5.39,86.78,34.49,67.66,7.51,49.71,chickpea
58.43,118.41,23.76,25.91,52.05,6.67,144.46,blackgram
70.48,37.98,108.76,21.86,69.77,6.21,109.7,coffee
8.71,63.66,137.6,31.0,83.24,7.27,137.06,kidneybeans
85.84,83.31,133.61,24.46,129.62,6.67,20.29,cotton
39.36,144.57,85.78,25.76,34.54,7.46,166.96,grapes
71.7,56.57,-108.99,26.81,82.28,6.97,100.62,muskmelon
36.74,67.38,0.98,22.7,49.05,5.62,52.86,pomegranate
46.5,111.73,-10.97,26.56,81.02,7.04,62.07,cotton
24.03,47.34,34.55,34.51,115.09,7.12,123.09,pomegranate
80.73,50.82,60.37,29.75,34.22,7.18,-45.28,jute
114.29,-7.17,13.13,23.09,97.84,7.05,95.66,maize
33.81,21.41,-22.77,29.81,76.32,6.22,155.74,rice
63.73,53.99,137.6,37.48,93.34,7.56,205.8,lentil
31.77,49.61,-6.55,33.77,121.7,6.07,161.62,chickpea
78.2,46.75,74.14,23.43,59.71,6.09,162.97,jute
43.26,-29.05,39.27,23.31,35.14,7.4,61.71,coconut
88.97,37.71,30.95,25.67,101.49,6.66,145.72,maize
30.18,19.56,43.45,26.7,76.24,6.38,124.62,lentil
-17.69,26.87,106.06,27.67,59.61,6.4,197.28,muskmelon
91.5,51.68,72.9,18.46,83.35,6.64,56.74,chickpea
41.12,24.86,-41.67,33.96,89.9,4.83,32.95,jute
79.76,47.58,65.76,34.6,77.13,5.16,40.32,Paddy
58.79,55.65,47.67,23.49,18.64,6.39,35.96,apple
27.63,2.17,66.74,25.82,70.61,4.78,137.35,maize
106.59,88.33,56.48,31.19,59.31,7.14,85.0,grapes
-11.46,79.14,-16.66,23.76,77.3,5.98,68.22,papaya
75.05,47.67,-32.88,19.35,41.72,5.58,108.73,pigeonpeas
105.05,95.62,54.02,16.77,66.52,6.72,132.6,muskmelon
44.27,61.28,-50.63,23.29,59.23,6.63,113.95,rice
60.98,81.51,128.99,25.2,90.42,5.82,126.37,cotton
93.35,110.65,7.17,21.69,64.93,7.01,124.13,mothbeans
25.71,106.26,20.36,38.97,83.9,6.73,101.77,pomegranate
72.67,99.56,79.96,16.85,88.41,6.54,55.01,coffee
20.48,78.79,72.96,28.07,68.35,7.34,89.23,orange
115.95,-11.69,31.07,30.92,75.9,5.31,99.45,chickpea
43.66,61.2,-23.39,20.72,42.44,6.2,104.66,blackgram
45.11,111.45,-0.09,29.01,60.4,7.02,121.26,watermelon
51.41,64.47,135.86,20.82,49.14,5.82,84.33,coconut
7.18,150.19,4.98,25.6,50.03,6.21,206.43,cotton
81.15,80.58,72.7,23.26,94.07,6.8,132.77,grapes
73.09,124.47,-49.94,30.12,27.42,6.07,111.7,coffee
64.74,26.21,64.83,18.68,69.22,5.7,67.41,lentil
83.29,85.09,8.93,25.97,96.57,5.88,72.02,muskmelon
-12.74,53.76,-11.82,19.76,79.89,7.0,136.37,apple
95.3,-17.55,27.51,30.01,58.86,3.82,60.29,papaya
35.11,55.55,51.54,22.33,69.08,7.13,116.53,coffee
32.71,-4.32,23.78,26.42,100.99,6.86,56.56,maize
7.61,-7.25,-17.16,29.77,88.39,6.6,56.65,kidneybeans
85.13,59.64,52.47,22.93,62.04,6.79,133.11,orange
83.28,61.41,126.67,25.4,62.32,6.96,-53.05,pomegranate
128.47,49.86,18.34,19.25,86.92,5.66,70.48,papaya
40.76,12.87,46.83,25.97,78.89,7.11,116.24,grapes
50.57,59.29,16.28,37.85,61.65,6.36,84.33,mango
94.93,31.7,65.14,19.49,84.91,6.43,82.92,apple
34.11,48.34,75.74,22.98,59.88,6.22,75.16,blackgram
35.2,58.46,69.19,24.82,95.91,5.39,163.2,cotton
84.23,30.93,70.83,25.42,104.38,6.37,68.38,rice
59.14,118.78,98.67,32.11,89.04,6.25,143.96,mungbean
22.66,80.57,55.39,25.52,81.11,5.85,94.81,Paddy
131.4,62.86,-73.79,24.44,76.11,5.69,53.52,pigeonpeas
10.21,35.92,44.74,25.91,30.76,7.19,64.87,grapes
112.68,28.55,76.2,29.04,120.82,6.81,182.74,watermelon
49.86,66.91,85.5,24.22,67.03,5.15,55.09,maize
30.3,60.41,7.92,26.97,73.13,6.48,132.32,cotton
-2.24,59.07,68.99,23.06,113.42,6.43,120.88,banana
77.59,104.12,92.32,17.65,45.2,6.9,-0.57,watermelon
61.9,77.15,107.55,28.73,35.15,4.93,93.3,Paddy
92.34,66.96,14.69,17.72,58.04,5.51,142.72,blackgram
52.65,60.58,-51.9,17.42,60.22,6.28,203.08,chickpea
74.05,118.94,79.02,20.85,82.29,6.54,149.01,rice
-10.0,32.41,35.2,31.13,97.37,7.79,34.22,apple
8.21,39.85,90.41,27.34,77.91,6.54,95.27,coconut
141.27,19.35,-1.04,23.31,64.6,6.62,128.43,chickpea
62.56,11.77,51.7,31.61,113.59,7.68,68.98,jute
8.72,-30.7,-38.38,29.68,67.07,6.21,98.42,banana
15.94,107.99,109.46,23.71,88.82,6.11,141.54,Paddy
37.51,40.3,-2.51,24.86,59.5,6.94,24.89,chickpea
116.15,26.25,-27.04,19.78,91.45,6.37,16.06,watermelon
77.83,61.97,21.97,25.07,73.52,7.32,108.83,lentil
48.31,49.08,76.57,22.98,51.9,6.92,177.16,cotton
80.41,33.9,110.82,23.85,80.37,5.82,106.84,lentil
64.45,47.85,-13.27,25.75,58.17,6.4,76.82,cotton
15.3,43.45,4.31,26.07,73.14,6.25,91.54,banana
95.67,28.74,42.96,36.14,118.12,4.97,117.53,banana
71.5,74.97,18.5,32.13,67.97,7.16,138.22,grapes
65.79,23.22,43.62,29.67,105.54,6.94,53.22,Paddy
66.81,25.59,88.19,27.3,42.13,5.65,96.11,lentil
55.32,46.95,-5.03,27.13,76.17,6.17,149.62,mungbean
96.22,61.91,48.26,27.9,59.4,7.3,80.83,coconut
42.22,-1.78,11.3,32.04,89.83,6.13,231.92,coconut
61.31,54.68,96.85,32.55,68.25,6.53,165.22,Paddy
0.83,11.52,81.14,28.1,53.98,6.81,23.02,maize
37.89,40.07,8.63,20.57,34.34,6.94,112.35,jute
-2.99,60.8,29.46,28.77,80.71,5.98,45.32,coffee
13.87,68.73,35.72,19.7,34.22,6.9,170.74,kidneybeans
94.98,52.95,-28.95,27.31,95.41,6.83,-13.74,blackgram
-1.41,46.92,68.67,30.46,54.0,6.09,116.73,watermelon
115.92,30.23,47.11,15.37,83.14,6.8,194.3,cotton
97.29,50.04,76.32,27.46,56.46,6.23,82.29,muskmelon
5.61,39.09,47.01,24.96,93.85,7.03,159.21,rice
103.22,87.35,73.87,25.12,76.51,6.47,139.16,pigeonpeas
95.16,34.33,20.71,33.46,75.59,5.41,109.17,grapes
128.44,42.37,73.29,17.17,69.26,6.07,70.0,rice
73.46,28.35,26.89,22.87,93.26,5.65,65.55,jute
40.32,83.75,-78.76,20.67,104.52,6.78,45.75,muskmelon
120.16,116.74,80.64,17.44,56.22,6.67,11.9,jute
22.81,41.42,61.86,30.1,79.83,5.76,31.27,cotton
26.34,47.31,68.13,21.97,38.76,7.23,82.48,blackgram
41.96,57.34,31.29,25.58,73.33,6.91,139.28,blackgram
-15.45,61.39,119.68,21.71,56.15,5.41,231.89,rice
82.23,62.57,98.5,26.3,89.24,5.22,45.89,apple
70.88,53.51,18.5,19.49,76.62,6.06,89.15,Arecanut
37.77,118.8,67.48,21.13,113.46,7.33,140.69,pomegranate
12.56,49.58,26.94,26.4,76.46,5.87,72.89,Paddy
90.13,99.25,26.45,24.67,49.28,6.62,148.8,banana
-5.76,54.87,-33.11,29.6,48.9,5.61,77.69,grapes
62.79,65.84,35.67,24.51,74.24,7.77,67.02,Arecanut
8.75,43.19,144.31,21.93,57.48,5.49,24.19,pigeonpeas
